Text,v3
"P.wan heritage Awoyaya lagos not a real job interview but an invitation to join as a commission referral partner or paid partner(u pay), no sale no pay Unless you can do that don't waste your t fare In fact beware of most real estate companies in general especially in ibeju lekki axis From : http://www.nairaland.com/968512/list-fake-employment-companies-stay/81#968512.2603",spam
"Hello OGUNLEYE ABRAHAM, based on your online application to M.H.S, pls note that you're required to come over for an Assessment Interview with the HR Dept on FRIDAY 25/05/2018. Time: 9am. Address: 65c Opebi road, opposite glass house by Salvation b/stop, Opebi, Ikeja, Lagos. Do present a hard copy of your CV,a passport photograph and pls ensure to be punctual. Please come with writing materials.Need help/directions? Call Admin: 0803-449-6175/6151",spam
"Hello, this is to inform you that you have been scheduled to attend interview with details below. Date-24th may 2018. Time- 10am. venue- 5th quadrant performance limited",spam
"Dear Applicant, In lieu of your application via Lekki Agency, you are invited for an interview on Date: Wednesday,23rd May 2018 Time: 1 pm Venue: Limeridge Hotel, Chevron Drive, Lekki. Kindly come along with a passport photograph. For more details call :09062850604",spam
"Dear ** Management Resource is a consulting firm that offers Enterpreneural services. Based on your application to us, you have been shortlisted for an interview with the Head of Human Resource (HR). Time: 10:00am Date: Wed 23/05/2018 Address: Plot 5, voda paint plc, university press house, funmec bus stop off Adeniyi Jones, ogba road. Lagos. Regards, Mrs Lola Blessing Head of admin Global Management Resource Ikeja Branch Ikeja Lagos.",spam
"Dear xxxx,   Thank you for applying for the position of a customer care personnel with KKON Technologies Ltd.   We would like to invite you to interview for the position. Please find details below:   Date: 29 May, 2018. Time: 10:00am Location: Km 14, Lagos - Ibadan Expressway, Arepo. (Description: Take a bus from berger and alight at Arepo bus stop. If you look up, you'll see a building with blue roof and KKONTech and IcellPower Signage.Make your way to that building.)    Kindly confirm your avai. If you have any questions or need to reschedule, call",spam
"You have been shortlisted to attend an interview/screening on Thursday 24th May, 2018. At PROWAYS DYNAMICS RESOURCES LTD, By 10am prompt. At number 12, alaafia close opposite olowo tinfowosanu shopping complex, iwo road Ibadan. For more details call 081-3970-3667 or 070-5810-1023. Ref code:55EM.",spam
"EKOSHOPPING Hello, we received your application! u are invited for an interview on 19th April. 9B, Adedotun Dina, Mende, Maryland(10AM). Please accept iv ""YES to 080......54""",spam
"Following the consideration of an online recommendation,after much evaluation of your profile, we were impressed with your qualification and skills which makes you one of the prospective candidates. We are pleased to inform you that you have been selected and invited for an Assessment at BG-LEAD CONCEPT. Date: Tuesday, 22nd May 2018 Time: 9.00am prompt Address: Cranfield consulting 7, Razaq Balogun street, off Adebola street, off Adeniran Ogunsanya road, Surulere, Lagos. BG-LEAD CONCEPT is a fast-growing business strategy and human capacity development outfit dedicated to providing innovative business solution to her teeming clients, assists clients in creating and managing strategic relationships and alliances with other organisations, including startups to multinational external expertise, technology, and intellectual properly to expand their product, service, functionality. Come with a copy of your updated CV, photocopies of your credentials and this mail for clarification issues and for security purposes. However it is important you confirm receipt and your availability replying this mail For further inquiries: Call the secretary on 08037513947 or email (info.co.felix@gmail.com ) We look forward to seeing you. Best Regards, MANAGEMENT/HR Dr Onyinye",spam
"GNIT INITIATIVES invite you for JOB INTERVIEW on Tuesday 22/5/18 by 10am at no 5 Last floor,University Press Building,Fume b/stop,acme,Ikeja,Lagos Ensure to come with your writing materials,no calculators are allowed to the screening.Come with a printout of this mail,failure to do so automatically disqualifies you. Note:Dress corporately and be sure to come early as lateness will not be welcomed. Regards Career Tips",spam
"Good day, you have been shortlisted for an interview on Fri 16th Sept. 2016 by 09:30am The Proxynet House, 5b Adedeji Close, by Every woman stores Opebi Lagos",spam
"You are shortlisted for an Office Assistant assessment at no4 Alh Kareem off Amaraolu, Agidingbi,1st Gate, Ikeja on Fri 16th Sept by 8am. HBMI/09054471606",spam
"U'RE SELECTED FOR AN ORAL INTERVIEW TOMOROW BY 8AM @ SIMON GROUP OF COMPANY HERE @ MOLETE BESIDE ADRON TOWER AFTER ST ANNE'S SCH, ALONG CHALLENGE RD.(SHUAIB.HR) ",spam
"""Sequel to the receipt of your Resume, the Board of LS-RESOURCE requests your presence to be interviewed based on your qualification. SCHEDULED DATE: Friday, 18th May. 2018 TIME: 9.00Hours in the Morning. OFFICE ADDRESS: 3RD FLR, CROWNET PLAZA, IDRIS GIGADO STR, WUYE, ABUJA. REQUIREMENTS; -Hard copy/Print-out of this Email Notification. -Hard copy of your Resume/Curriculum Vitae. -Two (2) Passport Photographs. Dress Corporately and be sure to come early as lateness will NOT be entertained. OPTIONAL -A regulatory I.D Card i.e. Driver's License, National I.D card, Voter's Card, INT'L Passport. Best of Luck, HR MINET",spam
"Who else got the interview invite from dangote sino-truck,oba akran way,ikeja. ? WHAT IS THE NATURE OF THEIR JOB?",spam
"Please be informed that you have been shortlisted for an interview for the post of Retail Sales Executive on Friday May 25, 2018. Kindly come along with your CV.The venue is 95 Broad Street, Opposite Fidelity Bank (Ensure Insurance Plc). Time: 9:00 a:m. Thank you.",spam
"Good day,   We confirm receipt of your application as a residential field agent via our web portal.   Trapezoid is a full-service background checks provider for various organisations (locally and internationally).   The job listing is for residential field agents (verification officers) to assist in conducting on-site/physical address verification for our various clients.   Sequel to your application, you have been selected for a chat/interview with the Managing Director.   The interview will take place on Friday 18th May 2018 at 39, Opebi Road, Opposite Adebola House, Ikeja, Lagos by 10am.   Kindly come along with a copy of your CV, 2 passport photographs, means of identification (regulatory ID) and android phone.",spam
"Please who else got this sms: Following the receipt of your CV/Application, we are please to invite you for an assessment scheduled as follow : DATE:Friday august 12, 2016. TIME: 10am VENUE: 124, Norman Williams Street, South West Ikoyi, Lagos. For FEEDBACK & ENQUIRIES, please call:02-271735",spam
"With reference to your application for the position of Research and Development Officer, you are hereby invited for an interview at West African Seasoning Co Ltd. Date: 11th Jan 2018 Venue: 37 Creek Road Apapa, Lagos -Conference room Time: 10:00am prompt",spam
"You have been invited for the next stage. Time: 10am Venue: Oakwood Park Hotel; 53 Lekki-Epe expressway, Lekki, Lagos",spam
"We wish to invite you for an aptitude test in connection with your application for the above position in an Engineering Company based in Lekki area of Lagos recently advertised by us. Date: Friday August 19, 2016 Time: 10 am Venue: Beckley Consulting Ltd No 19, Ire Akari Road Ire Akari Est Isolo – Lagos Close to Isolo Market and Taiwo Supermarket Please let us know with a response to this mail or to info@beckleyconsulting.com, if you will be available for the test not later than 3pm noon on Thursday August 18, 2016 as only candidates who confirm their availability will be allowed to write the test. Regards. Collins O. 08161717603 info@beckleyconsulting.com",spam
"PG invites you for an Interview/Opportunity to work with the Executives on Sat 15/04/2017 by 9:30am at 27 Ayodele Ojo, Coker Rd Ilupeju Lagos. Enq. @ HRM WEM. The E-mail is from Wilfred Executive Management Services.",spam
"You have been shortlisted for the position of a marketing officer @Silverbird Communications Abuja. Come with 1 passport, originals and copies of your cv & credentials and a pen. Date: May 16th, Time: 10am, Venue: Rhythm FM station, Abuja. RSVP",spam
"Hello joshua, based on your application to M.H.S, you're required to come over for an Interview on Friday 30th March, 2018. Time: 9am prompt Venue is MHS Office, 6th Floor, 65c Opebi road, opposite glass house by Salvation b/stop, Opebi, Ikeja, Lagos. A copy of your CV and a passport photograph is required and pls ensure to be punctual.",spam
"Dear samuel, you are invited for an interview in AIICO plc at AIICO building 203/205 oshodi apapa express way, iyana isolo, lagos on Wednesday 16th may 2018.",spam
I got an SMS for a job interview from ACE LTD 8 Adebare str B&Q bakery building ogudu B/stop on Monday 9am,spam
"WAAP Ltd., Scout Camp, Opp. Sufi Centre, Challenge, Ibadan ",spam
"After careful preview of your details and Curriculum Vitae, considering the skills and attributes you have, the Board of Directors of BG Careers NIG. has decided to invite you for an interview for the position of Graduate Intern. On Wednesday 9th May 2018, by 9am at 4 Alhaji Kareem Ogungbeye street, off Amaraolu street  beside Zenith bank Agidingbi Ikeja, Lagos. Please, come with your CV, a passport photograph and this mail to the interview. It is important you confirm your availability by replying this email as soon as possible. You can reach the Human Resource Manager on 15035/08157295044 We look forward to seeing you. Wishing you the best _________ Board of Directors BG Careers NIG  4 Alhaji Kareem Ogungbeye street off Amaraolu street beside Zenith bank Agidingbi Ikeja, Lagos.  15035/08157295044  bgcareers.hr@gmail.com",spam
"You are invited for a pre-employment aptitude test at Landover Company Ltd, 17 simbiat abiola way,ikeja on wednesday 9 may, 2018 by 4:30pm. please come with original and duplicate of credentials,1 passport &birth certificate.",spam
Who knows about Zenith Engineering Limited? They say they are currently recruiting for the post of a graduate trainee and that they are situated in Lagos. They have no website and no online presence as well and I think it doesn't check out.,spam
"After thorough evaluation of your cv, PML invites for an oral interview @13 oladosu street, off Toyin street ikeja.",spam
"Dear Njepu Ebubechukwu, Your Application to Careerhost as been received. We are pleased to inform you that your Application/ CV information with us matches the request of one of our client; To this effect, You are hereby invited for an Oral/ Writing Assessment with our Human Resources(HR) Team for one of the following post: * Customer Service Representative. * Administration Officer. *Business Development Officer. Time: 10:00am Prompt Venue: Plot 5, Voda Paint plc,University Press House,off Adeniyi Jones, Ogba road.Lagos. Date: Monday 7th, May 2018. NB: Come along with an updated copy of your CV and be puntual as lateness will not be tolerated inside.",spam
"You have been invited to an oral assessment as a GRADUATE TRAINING at one of the selected centres in Lagos on 8th May 2018. Venue: last floor, university press building fumec bus stop,acme road,Ikeja Time: 10:00 AM kindly come with a printed copy of this invitation and your updated cv as you will not be allowed in without it. Note that the invitation is a response to the application/cv you submitted which we are handling on behalf of our client and you can recourse to us if you did not apply for such position for us to manage our record properly. Confirm your attendance.",spam
"Dear Applicant, Bliss initiatives is a consulting firm and offers various Entrepreneurial services and based on your application for the post of ""Graduate trainee"" you have been shortlisted for an oral interview on TUES 08/05/18 at last floor university press building, plot 5 funmec b/s Acme, Ikeja Lagos by 10am. Pls do ensure to dress corporately. NB: come along with your Cv & a copy of the printout of this mail to ensure confidentiality Best regards, Blisscareers",spam
"Your Application to Concept Careers & Recruitment  as been received. We are pleased to inform you that you have selected to attend an interview session with the Head of Human resource(HR) at Management Resource a Consulting Firm, we also offer Entrepreneurial services. Time :10:00am. Date :Monday 07/05/2018 Address:Plot 5, voda paint plc,university press house,fumec bustop off Adeniyi jones,Ogba road, Lagos. Regards  Helen Edidion Head of Admin Global Management Resource  Ikeja Branch   Lagos.",spam
"You have been shortlisted for an interview on 7th of may 2018, bethelmendels....27, Atinuke Olabanji street, Ikeja ....Time 11:00am",spam
"
With reference to your CV sent to us,

 you are hereby scheduled for an interview with us at Strategic and Global Resources .


Time : 10am


Date: Monday 16th April 2018


Address : 5 Resource building, surulere Industrial Road, Adeniyi Jones,


Come  with a copy of your CV.  



Regards


ADMIN UNIT 

Strategic careers Nigeria ",spam
"Dear Applicant,

 

We are pleased to invite you for an interview for the role of a Customer Service Representative scheduled for Monday 16th April 2018 by 11noon prompt at plot 4, Jeremiah Ugwu Street, Off Admiralty Way Lekki phase 1,Lagos. Kindly attend with copy of CV, 3 passport photographs and photocopy of all credentials with birth certificate in a file. Kindly do a research on Cable TV and TV Content.

 

Regards

 

Front Desk",spam
"DEAR IDOGAI HOPE,


Your application for the position of a HUMAN RESOURCE OFFICER scaled through our selection system and am pleased to inform you that you have been short-listed for interview with us at ELITE OUTSOURCING SOLUTIONS NIG. The interview is likely to last for about 2 hours 45 minutes.


Interview Details:

Date: Monday 16th April, 2018

Time: 10:00 am

Address: No. 5, University press building, surulere industrial road, Adeniyi Jones, Ikeja.

Kindly reply this mail if you will be available for further details.


REGARDS

HR MANAGER, ELITE OUTSOURCING

08071160929",spam
"Dear JOHN, your INTERVIEW with our EXECUTIVES at DPCS has been scheduled for FRI 13/04/18 by 9am at 116,Akowonjo rd,Jimoh bustop,Egbeda.Come with ur CV.10017555",spam
"Dear. Applicant
Your application form has been received by us,you are to call the company lawyer for your approval letter.
There is an interview/training for you scheduled for 7th march 2018 at 9:00am sharp,when going for the interview take along with you a copy of your cv and approval letter which will be given to you by the barrister.
Name: Barr. Richie Roberts esq.
Contact No: 08088340885",spam
"Hello ADEYINKA, present your CV for interview on the MD’s desk on FRIDAY 13/04/2018 at MADE HILLS SOLUTION.
Time: 9am.
Address: 65c Opebi road, opposite glass house by Salvation b/stop, Opebi, Ikeja, Lagos.
Need help/directions?
Call Admin: 0803-449-6175/6202",spam
"You are invited for an aptitude test with UBA Plc, at UBA House 57 Marina.

Date: 12/04/18
Time: 2:00PM

Please come with all your original credentials.",spam
"Greetings,

DEAR EMMANUEL OKONTA

Sequel to the recent application you made online and after a careful analysis of your application and a great recommendation by our online Human Resource Management Portal, we were impressed with your qualifications and skills which makes you an excellent candidate for this role and also to our organization. We would like to invite you for an Interview/Assessment at our office to tell you more about this role, our company's mode of operations and of course get to know you better.

Date: Thursday 12th April 2018

Time: 9:00AM

Address: No 7, Razaq Balogun Street Adebola Street by Adeniran Ogunsanya Road, Surulere, Lagos.

Kindly come along with your updated CV and acknowledge this mail with reply.

For more enquiry: Call 0902-445-8133

We look forward to seeing you.

Best regards,

ESTHER.

HR DEPT
CRANFIELD CONSULTING
BG-LEAD CONCEPT",spam
"Dear applicant, 
I am pleased to inform you that you have been shortlisted for a job interview with TOPVIEW NIG PST70. Our hiring committee has reviewed your resume and would like to meet with you in person. 
Thur,7 Sept, 9am. 31 New Market Road(3rd floor) opp Nairabet,Bata junction,Onitsha.
Be Punctual.",spam
"Sequel to your CV submitted for job application at Pcon Energy Services Limited.

You are hereby invited for interview

Date: Wednesday, 6th of September, 2017

Time: 9am prompt

Venue: No73 Itokin Road, Rainbow Event Center, Akasolori Bus Stop, Ikorodu, Lagos State.

Kindly come with the following:

1. Print out of the Invitation Letter direct from the email page

2. Photocopies and original credentials and CV

3. Two recent passport photograph

For directive call the following Numbers 090********, 080********

Regards

Management",spam
"Based on CV review, you've been considered for an interview by 9am on THU 31/8 at 2 Sunday St off Ikorodu Road, Palmgrove B/S, Lagos dovegreenglobalservices.comGT",spam
"HR invites you for an interview slated for Thursday 17th August 2017 at 27, Ayodele Ojo, By Traffic Light Bus Stop, Coker Rd, Ilupeju, Lagos.Time 9am. DESTINY",spam
"HR 110 You are to come for Job briefing with live solutio @ 3rd for, Crownet Plaza Doris Gidado Street Wuye Abuja by 9am",spam
"In line with your application via our online advertorial,after much evaluation of your profile on our portal, we were impressed with your qualifications and skills which makes you a prospective candidate,we are pleased to inform you that you have been selected and invited for an Interview/Assessment with our HR department.Endeavor to be at GLOBAL GROUP MULTI-SERVICE on Tuesday 10th April,2018 by 8:30am prompt.GLOBAL GROUP MULTI-SERVICE is a fast-growing business strategy and human capacity development outfit dedicated to providing innovative business solution to her teeming clients and customers.Location:Suit 4B Ogungbeye Street,Off Amaraolu,Ikeja.Lagos.Come with a copy of your CV containing three references, photocopies of your credentials and this mail for clarification issues and for security purposes. Do well to respond to this mail to confirm receipt and your availability.For further inquiries,please call the secretary on 08155575732MANAGEMENT/HRDr. BELLA",spam
"Dear [applicant name],Thank you for your recent application to our company.I am pleased to inform you that you have been shortlisted and you are invited to attend an interview for a Graduate Trainee role Tuesday 10th of April, 2018.Venue: Suite 1 - Eleganza Plaza 33, Mobolaji Johnson Avenue, Oregon",spam
"Global Resources schedule you for Aptitude test /briefing on Mon 9/04/18 by 9:am @ 19 Bode Thomas Road, Awoyokun/ Onipanu Bus/stop. Ref: MGR/12/JE 090-8041-6747",spam
"Sequel to your application received via our online advertorial page, your details as been screened and it interests our organization. In view of that, you have been shortlisted for an interview, it would be conducted in Two phases, Oral and Essay. Kindly find the details below. Date Tuesday, 10th April, 2018Time -8:30am promptVenue-The Zonal Office, B&S Consulting Group, Suite 4A, Ogungbeye str, Off Amaraolu, Opposite Zenith Bank, Agidingbi-1st gate, Ikeja, Lagos. B&S Consulting Group is a fast growing business strategy and human capacity development outfit: Provides customized solutions for the formulation and implementation of business strategiesYou are required to come with a hard copy of your Resume and 2 passport photographs. Dress appropriately and be punctual. You will be meeting with the Executive boardWe apologize for the short notice; however it is important you confirm your availability. Kindly do that by replying this email as soon as possible. For more details reach call79 on 08184429919Best RegardsFor: The Human Resource Team",spam
"Dear Candidate, In response to your application for the role of PROFESSIONAL SALES STAFF. You have been invited for an interview at FOSAD CONSULTING LIMITED. Details below: Date: Monday 9th of April , 2018 Time: 3:00pm prompt. Venue: No 8, office apartment , Alaba Williams ,off Admiralty way, Lekki Phase 1. Kind regards, Olalekan AdeyanjuRecruitment Associate/HSE Officercid:image001.jpg@01D33880.837AAA60A :No. 8, Office Apartment Rasheed Alaba Williams Off Admiralty Way, Lekki Scheme 1, Lagos, Nigeria.T :+234 01 735 8675 Ext. 102, 120 | M: +234 708 860 9855E : oadeyanju@fosadconsulting.comW: www.fosadconsulting.com guteurls URL Preview Boxes for your Websites Link preview - exactly like in Facebook - now on your Website too - Wordpress support - you only have to add a plugin or to include one Javascript line with one parameter. guteurls.de → Read full article here",spam
"Dear Applicant. Trust his meets you in perfect shape. Your application for the position of VSR has be considered and you are shortlisted form interview with details below. DATE: Tuesday,10th April, 2018.TIME: 10:00AMVENUE: 5, Prince Adelowo Adedeji Street, Off Admiralty Way, Lekki Phase 1. Lagos. Please come with Original and photocopies of your credentials with a VALID DRIVERS LICENCE. Kindly confirm receipt and availability for the interview.Call 09061626385 for details.  Regards,AllenAllen-Alebiosu Akinwunmi Raphael,Recruitment Officer,",spam
"In need of 5 young programmers - fresh graduates who are good at code. Salary would be between 300-400k monthly A lot of travel and travel allowances. They would be working with a GIS company and would be traveling among Abuja, Lagos, Kaduna, Edo and Oyo. Trainings in Germany and UAE"" Send cvs to tijani.nwadei@gmail.com"" kindly share to help someone...",spam
"You have been shortlisted for an assessment on MON.9/04/18. Details;Venue:No 8 Adebare Street, B.Q Bakery Building, Ogudu, Lagos Time:9am",spam
"Your CV was successfully received by us, we shall review it, but please note, You have been Automatically Scheduled for an interview at Alajo Online Head Office on the 9/4/2018 by 9am. The interview include Oral and Written test, you are advised to come with both Original and photocopy of your credentials and 1 colored passport photograph.At present, available positions ares: Direct Sales Representatives/Cash Officer (Involves Sales of our product and services) And Marketing Executives. Any other position except this are presently unavailable.Follow this description to our office, From Iwo-Road Ibadan, take a Cab to Iyana Church, alight at Cele Bus Stop. At this same spot (Cele Bus-Stop) You'll see a Glass House, Green Color, a 2 Storey Building that's Alajo Online Head Office.Confirmation of this appointment is inevitable as this would determine whom we are expecting for this interview. Please call +2349094284239 for Confirmation",spam
"Based on your CV evaluation, GM Group invites you for an interview at No. 19 Bode Thomas Road, Onipanu Lagos on Sat. 07/4/18 by 9am. Enq. 07032973392",spam
Young Engineers are needed in a multinational company. Applicants with degree in electrical/electronics engineering should write to networkengineer945@gmail.com,spam
"Supermarket jobPER DAY :#3500PER MONTH:#45000Male/FemaleEducated and Uneducated, if interested CALL 08188524615",spam
"Sequel to your application via our online advertorial ,after much evaluation of your profile on our portal,We were impressed with your qualifications and skills which makes you a prospective candidate, We are please to inform you that you have been selected and invited for an interview with our HR Director as an Administrative Officer.Endeavor to be at BGI Group Nigeria Ltd on Friday 6th ,April,2018 by 9am promptBGI GROUP NIGERIA LIMITED is a fast-growing business strategy and human capacity development outfit dedicated to providing innovation business solution to her teeming clients and customers.Location: 4 All Ogungbeye st, off Amara-olu,( first gate bus stop), Agidingbi, IkejaCome with a copy of your CV,photocopies of your credentials and this mail for clarification issues and for security purposes.Do well to respond to this mail to confirm receipt and your availabilityFor further inquiries, please call the secretary on 07033475042.MANAGEMENTHR A.D HAPPINESSBEST OF LUCK",spam
"you are invited for interview by ACE LTD, at 8,Adebare street ogudu, lagos",spam
"You are Shortlisted and hereby invited for an Interview slated for 16/08/17 by 9am at No 32, Olufemi Road, off Ogunlana Drive, Surulere, Lagos. ERC/S",spam
Vacancy!!! Vacancy!! Vacancy!Precious Paint USA Limited Ikotun Egbe lagos requires the service of:1. Factory Operation Supervisor-minimum of two years experience and physically agile to coordinate factory workers - minimum of O.N.D any discipline.2. COLOR MATCHER-minimum of 5 years experience in paints industry on the field -must be able to identify and spots variations in colors- minimum of O.N.D in any discipline- must be able to produce formula for paints of any categories and color3. CREDIT AND STOCK RECONCILIATION OFFICER- HND/BSC in accounting- minimum of 5 years experience - must be able to reconcile account and have passion for traveling with good customer relation- must know Lagos metropolis candidate that meet the requirement should forward application and CV to Info@preciouspaints.com or Hcm@preciouspaints.com,spam
"Based on referral,your INTERVIEW with PGMC is on Fri 06/04/18 @ 11 Adebowale street beside Trendy Inn Hotel,Mende Rd,Maryland,LagosEnq: 08120296353345",spam
"LIVEOPS JOB SERVICE48 Marina, Lagos Island, P.M.B 2027 Lagos, USA. CURRICULUM VITAE CONFIRMATION Dear Mr/Mrs Your application for the Graduate Contract Staff has been approved, You are to make registration payment of N1000 to Fidelity Bank, Sandra Menye. ACC NO. 6018175876Attach your NYSC Discharge Certificate, Birth Certificate and your proof of payment and your screening venue and all necessary details will be communicated across to you immediatelyPlease note that applicants above the age of 30 are not eligible for the job.For more info call the screening officer on 08071860389 SIGNED MANAGEMENT LIVEOPS",spam
"Dear Candidate,Sequel to your application, you are invited to interview for the role of a Loan Officer.Venue: Doheney Services Ltd., 55, Coker Road, Ilupeju, LagosDate: Tuesday, 10th April, 2018 Time: 10:00amKindly respond to confirm your availability.​Regards, Oyinkansola DaramolaRecruitment Analyst.+234 813 460 2626odaramola@doheneyservices.com 55, Coker Road, Ilupeju, Lagos",spam
"Dear Obayopo Adeola Abiodun This is to remind you again that we are yet to receive all the required documents as requested by our company .Below is the link to the letter we previously sent to you CLICK HERE TO READ THE LETTER If you need any clarification contact us through the below contact numberContact Person: Joseph AsaghiPhone:08064553565 We await to hear from you. Thanks ConocoPhillips Company Ltd. Plot 11 Akin Adesola,Victoria Island, Lagos StateNigeriaWebsite: http://www.conocophillips.com'Find below the contents of the letter....CONOCOPHILLIPS COMPANY LTDPlot 11 Akin Adesola,Victoria Island, Lagos StateNigeria.Invitation For Training ProgramThis is to remind you that you have been selected for the 2017/ 2018 ConocoPhillips Company Ltd. Training Program which is to commence on the 23rd April ,2018After the auto screening you have been assigned with a trainee number LN8790.You are required to submit to us all the below requirements on or before the 5th April 2018 as failure will result to disqualification.REQUIREMENTS1. Photocopies of Academic Certificate.2 Proof of Identification..3. 2 copies of Sized Photo Passport.4. IOSH 1 & 2 Certificate.5. HSE Level 3 Certificate.All required documents are to be submitted toConocoPhillips Company Ltd.Plot 11 Akin Adesola,Victoria Island, Lagos StateNigeriaWebsite: http://www.conocophillips.comTHE PROGRAMConocoPhillips Company Ltd training Program is designed to help candidates to get adequate training and at the same time work in the oil and gas industry. The training period will last for only (1)Year after which candidate will become a full staff of the company.SALARY /BENEFITAs per the company policy, you'll be eligible to receive the following beginning on your hire date/resumption date.Salary: Monthly starting salary of N200,000 (Two Hundred Thousand Naira Monthly)Training Bonus: N20,000 (Twenty Thousand Naira Monthly).EMPLOYMENT DOCUMENTSAfter the submission and confirmation of all the above listed documents, The hardcopy of the appointment letter will be sent to you via courier service.So ensure you submit all the listed requirements on or before the 5th April 2018. as failure will result to the cancellation of appointment.If you need any clarification or any help on the submission of any of the requirements contact the below person.Contact Person: Joseph AtighaPhone: 08064553565We at ConocoPhillips Company Ltd. hope that you'll accept this job offer and look forward to welcoming you aboard.Sincerely,Fatai AdelekeHiring Coordinator, Human Resources.Resource guteurls URL Preview Boxes for your Websites Link preview - exactly like in Facebook - now on your Website too - Wordpress support - you only have to add a plugin or to include one Javascript line with one parameter. guteurls.de → Read full article here",spam
"Dear Candidate,In response to your mail to us. You are hereby invited to GRAND HERITAGE LTD for an interview for the role of A CUSTOMER SERVICE OFFICER(CSO)Venue: 25, Surulere industrial Estate, Adeniyi Jones ikeja LagosTime:10:00a.m prompt.Dress code: cooperate Direction:From Ikeja under bridge take a tricycle(keke) to adeniyi Jones, ogba. Drop at universal and locate university press building, GRANLEAD HERITAGE (last floor).You are required to come along with a copy of your CV .For further inquiries, kindly visit:grandleadheritage.orgOr Call 09090664018Regards Talent and Recruitment.",spam
"Good day,We recently received your application via our online opening. We are impressed with your expertise.However, the human resources team officially invites you for an aptitude test/oral assessment of an open portfolio as scheduled below:-Date: Tuesday, 15th August 2017.Time: 10:am promptVenue: 5 surulere industrial estate,surulere house, University Press Building,down the end of Adeniyi Jones way, Ikeja, LagosBe punctual and ensure you print a copy of this email, to be presented at the point accreditation at the security department.Best Regards,Fortech Consults.",spam
"We appreciate you reaching out to us.Sequel to your request. You have been shortlisted for the post of a Yoruba Channel Digital intern.You're expected to come with a copy of your CV and passport 9:00AM Friday 18th August 2017 at 27, Coker str Orimolade bus/stop, College rd Ifako-ijaiye Ogba, Lagos.Goodluck!",spam
"Following the receipt of your CV, You are invited for Test/Interview at DOL Office 27/29, 3rd floor king George v road, opposite ghana high restaurant, onikan, lagos island, lagos on Wednesday 04/04/2018 by 8:30am prompt. kindly come with.....blah blah blah.inquiry- 09090404206, 09053903363.www.solnigeria.com guteurls URL Preview Boxes for your Websites Link preview - exactly like in Facebook - now on your Website too - Wordpress support - you only have to add a plugin or to include one Javascript line with one parameter. guteurls.de → Read full article here",spam
"Following your application on SCIENTIFIC ADVERSARY BOARD, you are hereby notified that your interview/ screening has been scheduled to hold on; Date: 14th August, 2017. Time :9:00am Venue : Green complex, 98 Adageorge road, opposite Mouka foam Depot, Portharcourt, Rivers State. For direction only, call 08053363892 N/B: Ensure that you present this mail as a prove of shortlisted candidate.Approved by ADMIN DIRECTOR..... DR. OKOLI C. E. (HD/2388)",spam
"Responding 2ur application, BG Nig invites u4 an interview/test on Thu 17/12/15 @16, Akinremi Str Anifowose Opp New Garage Ikeja by 10am. HR Mr.JERRY 08089582847",spam
"DEAR DOSUMU OLUWATOYIN, Sequel to your online application,a Firm that is into Human Resources,Logistics and Consulting invites You to meet her HR Director for an Interview at our office to tell you more about this role, our company, and of course, get to know you better. Date: Friday 29th December 2017 Time: 8.30AM Address: No 4, Alh. Ogungbeye Street, Off Amaraolu Junction, Agidingbi by 1st gate Bustop, Ikeja, Lagos. kindly Come Along With Your updated CV and acknowledge this mail with reply . Call Daniella 070 3347 5042 Best regards, HR DEPT BGN NIGERIA L",spam
"Hi [Name],Thank you for applying to our organization through Accessglobalng LinkedIn.Your application for the position applied for stood out to us and we would like to invite you for an interview at our office.You will meet with our Head of HR, Ms Nzekwue. The interview will last about 2 Hours. You’ll have the chance to discuss the position’s responsibilities and learn more about our company.We would like to conduct your interview on Thursday 5/4/2018 by 9.30am. Please let us know if this date will be convenient for you.Our office is located at Plot 5 Adeniyi Jones Adjacent Mikano Bus stop. Ikeja Lagos. Please bring your CV and your credentials,Looking forward to hearing from you.Regards,Brooklyn.",spam
"I got this mail yesterday, please is it real?Dear xxxxxx xxxxxxWith reference to your CV sent to usYou are hereby scheduled for an INTERVIEW with us at Strategic &Global ResourcesTime: 10:00amDate: Wednesday 4th April, 2018.Address : 5,Resource Building, Surulere Industrial, Adeniyi Jones, ikeja Lagos.Note: please come along with a copy of your CVRegardsADMIN UNITStrategiccareers Nigeria09037567921",spam
"Dear LinkedIn Subscriber,We are pleased to inform you about the result of the LinkedIn online Promo 2018, Your name was among the Seventeen winners, You have been awarded the sum $615,810.00 from the total cash prize of $10.468.770,00 shared among the seventeen winners, This program was organized by Microsoft, for the encouragement of subscribers that are active online on LinkedIn Professional Network. Due to some profiles of the same names dictated on our database in Nigeria, we have decided to verify your LinkedIn login email and password before the payment of your winning prize.You are required to send the below listed information's via email or forward them directly to our VIBER instant messaging App number+12092481917 (1) Your LinkedIn login email address and password. (2) Your home addressVIBER is an instant messaging application which you can download via Google play store or App Store.After the verification of the above login details by the LinkedIn audit department, if they are accurate, Your details shall be send to the LinkedIn Local representative in Nigeria, they will contact you for instant payment.Diana GrahamLinkedIn Safety Operations Support Specialist 1000 Avenue West Maude,Sunnyvale, CA 94085, USAViber: +12092481917",spam
